AT,V,AP,RH,PE
19.21,60.07,1014.94,70.02,452.84
13.22,44.92,1023.84,87.99,471.43
33.6,77.17,1009.01,47.53,430.32
27.83,59.57,1011.22,71.05,445.5566995
21.11,58.49,1011.6,80.44,450.8666995
30.47,77.3,1002.13,63.7,432.9733005
15.48,47.83,1004.88,81.68,465.3766995
20.25,44.78,1007.93,40.16,460.7333005
15.87,39.31,1009.95,66.78,460.59
22.57,62.4,1009.77,86.05,444.69
12.67,48.14,1017.41,83.63,463.68
21.41,54.2,1011.37,82.28,449.8166995
30.86,70.32,1011.88,62.68,432.0033005
23.64,60.95,1014.92,64.91,449.5666995
5.52,42.85,1012.77,93.82,477.2733005
11.06,40.64,1021.47,96.16,477.4233005
24.41,56.9,1006.58,77.94,437.8033005
10.28,39.61,1020.43,69.09,476.6333005
14.67,71.14,1019.84,77.72,457.0933005
25.15,57.32,1012.41,41.84,440.1
21.5,44.58,1016.87,57.58,460.2
7.74,39.96,1025.78,95.81,473.5233005
21.31,42.8,1014.1,75.77,458.1333005
29.92,67.22,1014.09,50.62,443.0733005
4.15,39.9,1007.62,95.69,488.0933005
15.95,42.24,1017.71,69.32,465.35
25.01,66.56,1004.55,82.46,434.74
27.17,67.17,1006.76,81.59,430.0233005
28.14,43.21,1011.82,69.32,436.53
13.93,44.47,1025.35,81.54,467.5433005
25.83,70.47,1006.24,81.83,432.7433005
24.4,60.32,1016.5,70.96,449.4366995
26.35,69.48,1008.45,70.47,433.5233005
30.99,69.82,1009.41,50.84,437.46
25.82,57.19,1007.99,62.95,439.0933005
28.37,75.6,1017.48,55.19,437.5433005
29.28,74.33,1011.66,72.37,426.53
18.35,57.76,1019.64,77.94,460.1166995
16.69,46.18,1010.8,96.8,467.7366995
9.59,37.14,1013.8,72.85,473.0333005
10.11,39.35,1015.19,90.74,479.83
17.37,57.76,1016,86.59,454.6933005
20.92,49.15,1021.15,49.76,453.6133005
22.82,64.63,1020.78,66.73,449.34
23.55,51.95,1006,76.46,447.8333005
30.47,70.83,1010.91,46.94,444.39
13.16,40.71,1021.99,77.91,474.1633005
6.25,39.64,1010.98,83.45,485.1366995
16.98,53.16,1013.95,82.8,457.2233005
27.5,68.24,1010.38,73.44,432.6066995
24.39,63.21,1012.59,80.88,444.6933005
14.69,54.3,1018.01,73.4,464.3366995
26.31,72.39,1001.16,88.43,432.8233005
14.85,58.59,1014.04,89.85,452.9133005
21.95,59.43,1010.29,74.67,444.5466995
31.91,67.83,1008.76,53.22,426.9866995
16.2,65.46,1013.97,89.84,453.5666995
27.35,77.95,1012.14,74.14,431.72
8.73,41.26,1020.54,91.37,478.1266995
14.13,53.82,1016.72,64.85,468.7866995
13.18,40.24,1016.81,86.71,467.6433005
10.74,40.92,1021.74,94.97,465.0633005
6.28,43.02,1013.72,88.13,485.4633005
6.04,41.14,1027.92,87.12,479.6633005
16.78,58.95,1017.74,96.24,451.7266995
14.99,41.35,1004.56,98.9,468.5566995
26.26,65.06,1013.58,52.72,440.92
32.09,70.4,1003.73,55.65,434.64
22.88,63.91,1009.63,87.82,442.5
21.95,68.08,1012.91,69.36,442.2233005
26.65,63.78,1015.32,53.95,441.9666995
12.57,39.3,1019.57,72.44,475.3766995
15.67,41.1,1004.1,77.93,468.1566995
27.97,69.48,1010.4,57.24,433.8866995
13.76,45.87,1008.89,87.27,461.7933005
26.91,70.47,1007.55,72.59,435.9466995
25.18,71.98,1006.71,89.86,431.1733005
23.27,64.15,1020.98,71.18,453.9666995
23.2,73.17,1012,89.92,440.3466995
18.55,52.84,1004.45,86.82,451.9366995
7.23,41.22,1015.23,98.04,485.0166995
7.3,39.72,1020.85,77.83,486.8066995
13.93,39.64,1011.8,82.64,470.84
20.33,57.76,1016.47,75.35,450.25
32.2,72.29,1008.61,69.94,434.2266995
13.16,43.41,1016.43,79.47,463.8933005
27.26,73.18,1012.58,74.83,431.6266995
12.45,43.67,1013.61,91.34,472.5633005
12.04,40.23,1018.07,81.28,472.7
28.12,73.42,1011.49,80.16,437.1666995
27.21,67.45,1013.83,43.26,438.1766995
26.97,64.45,1009.43,53.96,445.4566995
26.99,72.99,1008,76.1,429.1033005
21.25,67.71,1006.9,55.76,446.6866995
30.33,68.67,1006,54.99,433.8233005
15.37,50.59,1019.02,98.2,463.35
25.8,44.57,1008,52.56,450.48
24.97,68.61,1011.08,58.94,449.5366995
15.98,39.64,1009.31,81.21,468.9266995
24.82,71.94,1010.5,64.67,438.69
21.32,45.01,1012.23,59.94,454.4566995
8.28,40.56,1023.29,79.44,484.6933005
27.22,67.9,1005.73,57.29,442.9266995
26.94,62.91,1011.68,41.3,449.1
18.86,46.48,1007.28,78.47,453.7066995
9.61,44.03,1008.3,91.36,475.2466995
26.2,65.18,1011.42,47.82,441.7766995
12.31,44.78,1011.15,77.34,468.29
16.48,48.92,1011.84,64.16,456.9633005
14.07,42.99,1007.57,96.05,470.5766995
25.19,63.94,1012.78,75.15,437.0233005
15.41,42.44,1012.6,86.74,472.28
13.16,43.71,1024.44,85.68,470.7666995
18.63,45.87,1007.98,79.9,455.4966995
16.94,50.59,1018.75,94.22,462.3466995
14.85,45.87,1009.37,84.65,462.67
24.56,63.21,1013.79,82.38,444.34
23.13,72.24,1010.92,92.3,437.67
26.84,71.94,1006.6,79.12,428.9066995
9.36,44.03,1010.3,87.2,476.3866995
30.19,64.79,1017.22,42.47,440.1166995
14.78,42.86,1015.32,84.75,471.17
18.6,68.28,1003.27,84.21,446.98
7.19,39.4,1011.45,90.65,483.04
29.15,73.42,1011.43,66.49,430.5533005
15.23,37.87,1020.17,85.02,464.02
9.19,41.01,1022.14,98.98,468.37
16.38,46.97,1013.6,73.67,458.1633005
18.23,60.95,1016.74,78.85,453.8233005
24.62,70.47,1010.55,72.71,435.88
5.72,39.33,1009.96,95.4,489.0533005
23.19,67.07,1005.67,65.19,442.45
13.21,40.56,1018.12,64.49,475.86
9.77,34.69,1027.72,74.98,479.2166995
30.82,70.36,1006.47,58.79,439.16
23.63,58.62,1016.45,69.97,447.2166995
24.66,48.78,1018.39,71.79,447.4033005
8.83,41.14,1025.37,94.36,476.2166995
14.79,46.48,1007.46,92.4,464.2566995
3.69,38.44,1016.74,82.87,489.0733005
24.03,66.54,1012.19,69.15,439.7866995
13.23,42.34,1018.02,97.49,460.5033005
25.79,67.17,1007.89,81.38,440.75
25.72,59.21,1012.37,66.62,437.72
11.8,41.54,1020,65.85,477.8266995
16.52,42.24,1017.51,67.65,470.8366995
23.51,63.78,1016.1,69.79,448.2866995
25.25,58.46,1015.54,70.76,442.3433005
19.82,58.16,1016.76,74.66,453.7933005
11.73,37.92,1008.24,65.13,472.04
27.96,73.42,1011.11,71.93,434.2233005
25.59,72.43,1007.88,82.98,430.7833005
22.61,59.87,1019.12,66.12,442.9066995
23.03,65.12,1016.29,69.8,449.5466995
26.38,44.89,1009.14,51.79,442.13
31.52,76.2,1008.31,57.35,433.6033005
20.36,60.1,1011.21,84.79,454.25
13.55,43.48,1016.08,67.25,466.0366995
25.44,61.25,1012.57,87.65,440.0633005
11.09,41.58,1020.99,91.09,464.81
25.36,60.07,1015.06,66.11,438.0233005
30.68,71.8,1010.81,61.4,437.1066995
25.48,60.29,1017.55,51.22,443.77
29.79,62.66,1008.5,48.51,441.9766995
8.37,39.99,1010.36,93.26,480.6033005
8.49,43.69,1016.93,85.63,485.3266995
26.85,74.16,1008.66,93.8,432.8666995
29.34,71.98,1005.19,75.19,429.9466995
21.11,58.12,1015.38,77.78,453.28
21.12,62.96,1020.83,69.96,452.9433005
15.03,35.71,1015.26,56.55,467.61
23.74,62.96,1019.65,63.39,451.1866995
32.96,69.75,1008.86,40.23,433.8533005
20.23,52.05,1012.15,47.49,455.8633005
22.46,58.33,1013.21,68.68,445.9
11.54,45,1022.77,80.79,484.0466995
24.62,68.31,1010.45,75.18,450.2866995
10.12,41.55,1005.78,62.34,473.7533005
15.67,38.62,1015.76,66.29,464.8766995
21.96,48.6,1004.87,76.27,448.2666995
11.82,41.54,1019.96,67.65,476.97
19.8,51.19,1008.25,91.98,444.9533005
22.32,64.27,1014.35,82.98,446.62
19.75,49.02,1009.38,92.89,446.63
25.48,65.12,1016.12,53.66,446.1433005
14.84,42.03,1017.47,79.27,464.4933005
21.38,49.21,1012.49,53.77,449.66
18.67,47.83,1005.12,82.97,454.47
26.27,58.33,1013.81,60.43,437.1133005
27.23,63.9,1014.3,47.19,443.61
20.87,63.31,1012.27,79.51,446.7
19.4,39.53,1007.96,63.38,457.17
21.97,65.61,1016.09,73.29,445.3433005
17.16,40.55,1000.26,72.21,463.2866995
13.62,42.34,1017.87,89.67,463.0833005
13.9,44,1025.1,87.17,466.24
9.45,39.04,1023.08,75.81,485.3666995
23.66,62.08,1022.42,64.13,445.3533005
26.91,70.02,1010.75,59.48,443.6033005
23.04,74.99,1005.44,92.86,435.9433005
26.93,67.07,1005.65,60.26,437.76
24.59,60.37,1005.31,76.81,436.3833005
34.63,74.33,1011.7,31.45,430.2466995
20.48,60.29,1017.16,72.1,455.51
26.55,60.23,1009.88,79.54,440.6566995
10.74,43.67,1011.75,80.1,475.6133005
12.28,43.67,1012.69,70.23,473.3733005
10.8,41.66,1013.79,81.96,475.51
26.26,71.73,1009.59,80.06,432.4966995
24.9,71.77,1006.24,85.25,429.4766995
28.41,74.16,1010.29,72.09,440.9066995
22.72,63.73,1012.63,82.14,450.2666995
33.4,69.98,1013.29,47.78,432.44
26.35,59.87,1013.24,73.63,447.26
24.58,49.02,1008.85,79.32,444.1766995
12.76,42.32,1015.35,78.18,464.4433005
9.64,39.85,1012.9,83.82,476.6633005
10.91,41.04,1026.57,74.24,467.8233005
12.27,41.17,1019.39,52.18,472.1333005
28.4,74.93,1013.65,48.6,440.5233005
11.04,45.51,1017.53,83.42,472.7433005
20.75,60.77,1017.91,86.06,448.58
21.31,69.05,1002.46,73.42,440.97
25.4,65.34,1013.11,53.93,447.5266995
25.95,65.61,1014.36,52.54,442.1733005
27.44,65.59,1010.76,68.67,441.08
18.42,58.95,1016.95,86.77,452.1
17.48,46.21,1014.02,80.78,457.0566995
13.87,49.83,1006.76,89.14,464.1666995
10.06,39.61,1020.87,74.01,476.92
23.21,62.44,1011.78,76.66,440.7633005
21.44,60.32,1015.2,81.1,450.5466995
26.73,68.84,1010.75,66.83,440.45
30.96,64.44,1013.63,49.64,437.61
14.6,44.84,1023.58,88.21,463.1733005
20.28,63.86,1016.04,74.66,447.26
15.47,38.73,1001.13,77.61,466.2533005
11.71,40.05,1014.49,86.09,473.1966995
25.77,68.08,1010.99,73.58,431.7533005
18.13,66.86,1012.9,78.84,453.1433005
11.2,35.76,1019.24,64.59,471.6233005
9.78,43.8,1022.25,69.64,478.9266995
23.85,74.22,1009.99,82.72,443.3666995
16.7,50.66,1014.86,94.87,456.0333005
28.41,66.91,1008.22,57.93,440.52
29.64,67.79,1009.99,51.23,439.0333005
24.39,71.85,1009.73,72.24,436.4933005
32.39,74.16,1008.53,61.09,429.4633005
31.56,66.44,1008.91,64.16,430.11
17.72,48.14,1013.26,65.09,457.44
30.85,67.45,1014.53,32.99,430.8
13.19,39.18,1023.67,66.78,469.62
33.79,69.05,1001.62,40.13,433.3933005
13.99,45,1023.83,77.92,474.2566995
24.78,57.19,1008.08,65.4,445.3266995
17.82,56.89,1014.24,77.73,455.5366995
24.9,67.25,1017.77,66.17,432.0033005
11.46,44.85,1014.3,63.24,475.33
28.68,70.32,1008.51,45.73,430.48
18.2,45.01,1013.82,68.14,452.21
23.5,50.78,1008.7,57.7,443.3833005
10.34,41.74,1020.07,79.17,479.1333005
15.64,38.28,1014.39,76.93,466.51
13.55,42.99,1007.58,97.55,469.1133005
26.18,68.08,1012.92,55.7,436.51
10.81,45,1023.45,85.89,484.3366995
28.09,65.27,1013.27,51.96,438.2933005
25.32,61.25,1011.56,80.1,434.9633005
29.23,72.99,1007.04,63.47,429.2933005
9,43.13,1020.25,81.32,482.7966995
17.29,52.72,1024.71,62.32,467.23
13.92,39.58,1012.5,80.28,463.9633005
30.15,72.51,1009.37,50.64,445.4266995
23.96,51.3,1011.81,71.81,451.11
17.34,44.06,1015.84,74.88,460.2066995
14.02,44.47,1028.02,68.97,465.93
29.12,74.87,1009.85,62.51,433.8033005
10.22,39.64,1010.72,63.05,478.9266995
27.74,74.78,1010.05,60.82,435.1633005
16.5,39.72,1003.05,65.99,459.06
20.46,59.21,1018.42,85.89,446.9266995
27.51,71.29,1009.43,76.92,430.42
13.1,49.83,1007.29,92.79,466.08
31.07,70.32,1011.74,65.91,436.16
10.79,43.56,1015.15,73.01,481.3466995
22.57,63.94,1013.49,81.61,445.2866995
33.63,70.4,1004.02,53.6,431.7566995
22.56,47.43,1006.72,54.82,450.3566995
20.65,41.67,1012.76,45.27,457.2066995
24.31,65.94,1011.5,61.61,442.69
25.61,47.43,1008.62,54.51,441.2533005
9.41,41.54,1019.48,82.19,481.59
6.61,36.24,1013.57,91.8,483.12
13.53,38.73,1004.86,85.38,474.1666995
10.2,41.46,1020.23,84.54,479.7533005
9.26,39.61,1021.18,84.58,480.38
12.02,43.69,1016.12,74.07,479.4466995
14.74,43.71,1024.35,81.53,465.49
8.35,43.79,1016.2,85.23,485.9166995
19.35,39.72,1002.5,51.24,456.9966995
26.74,69.89,1013.96,51.82,434.3133005
12.17,41.58,1013.89,88.98,461.3233005
13.91,39.35,1014.69,75.51,467.3133005
16.15,41.85,1016.54,81.58,466.56
28.31,50.05,1005.75,50.17,438.4566995
32.87,70.8,1009.54,59.85,431.3933005
29.48,73.21,1000.67,79.35,433.53
29.23,69.59,1009,71.41,436.2433005
7.71,40.71,1021.53,95.48,473.0866995
26,70.47,1009.61,74.66,433.3433005
31.41,74.16,1011.1,57.05,433.1733005
5.28,45.87,1008.25,97.88,478.2033005
10.19,44.63,1020.58,91.64,470.7433005
10.35,40.27,1005.09,92.42,476.0933005
13.72,54.3,1017.89,79.08,467.05
10.96,37.5,1013.46,79.54,472.7566995
19.36,39.54,1008.97,58.92,457.0433005
31.23,75.08,1004.93,46.19,440.8466995
32.77,71.32,1007.68,42.39,438.6566995
23.35,71.77,1005.99,90.79,436.3066995
24.99,51.43,1006.95,79.63,441.45
26.53,69.71,1009.88,76.26,447.8766995
18.62,65.48,1018.45,73.39,453.6466995
16.72,53.82,1015.46,66.9,458.25
21.07,67.07,1004.64,86.16,446.05
31.08,59.57,1010.76,60.49,441.1733005
22.85,60.08,1018.05,67.12,450.7933005
22.99,56.57,1013.93,78.77,445.44
11.12,44.92,1025.58,93.52,469.1133005
16.63,43.77,1012.25,75.09,456.9533005
28.85,59.27,1011.69,51.8,442.0066995
29.97,70.32,1007.44,53.26,426.7133005
30.73,69.89,1015,58.9,425.0833005
27.17,61.02,1011.38,65.32,438.7666995
30.15,69.88,1007.2,73.67,433.0433005
13.18,40.83,1007.67,95.44,472.36
28.44,69.84,1003.25,68.24,428.3966995
34.4,77.95,1009.83,57.86,430.87
23.1,60.08,1017.69,65.44,451.01
28.08,59.14,1016.16,58.08,437.1233005
30.92,80.18,1010.11,72.47,432.35
26.47,69.51,1009.51,65.02,432.1833005
7.97,39.04,1018.51,65.17,485.0066995
30.07,70.98,1007.74,75.68,437.55
20.31,69.94,1009.7,86.53,448.5766995
13.65,39.28,1012.97,79.64,471.91
24.1,60.29,1008.2,61.81,451.4966995
32.23,69.13,1000.61,55.1,426.9
17.69,44.34,1019.31,61.12,464.13
5.42,41.38,1020.77,86.02,491.38
32.89,73.68,1014.45,52.34,426.46
26.59,59.92,1009.97,70.09,438.22
28.74,71.14,1011.53,48.6,428.4133005
9,36.3,1027.11,75.89,482.0166995
18.5,46.93,1015,66.81,457.3366995
32.21,71.85,1008.25,58.09,430.8566995
18.31,46.21,1010.46,82.15,450.0433005
27.14,64.27,1012.71,54.4,441.68
26.22,49.82,1015.48,55.8,452.4933005
22.72,69.84,1005.96,83.9,436.7
10.63,42.28,1008.37,92.68,476.6766995
19.39,51.43,1011.06,94.35,457.9566995
26.85,73.77,1001.2,90.13,429.5333005
9.74,41.01,1019.12,98.39,464.0933005
16.34,42.28,1008.08,52.8,463.29
18.36,62.1,1019.9,79.09,451.7933005
8.03,37.8,1020.47,60.67,483.2166995
7.34,40.72,1023.01,80.08,485.6266995
28.17,72.43,1007.37,68.92,430.5866995
23.92,66.54,1009.93,62.37,441.9
12.17,40.6,1013.59,88.62,473.76
29.13,70.72,1009.61,67.49,438.6066995
26.09,60.29,1017.72,50.83,446.4166995
19.08,41.1,1001.96,62.77,458.94
20.5,51.19,1009,91.79,443.6433005
23,49.5,1014.15,66.68,452.7333005
26.08,70.32,1012.32,89,435.9466995
31.27,69.13,1009.45,57.01,423.7733005
25.69,73.18,1012.64,86.35,431.1133005
10.16,40.8,1028.13,86.39,477.49
30.49,70.32,1011.34,66.33,434.76
28.45,69.23,1013.07,39.46,435.2533005
22.04,58.05,1013.11,85.22,445.5733005
13.18,40.03,1017.75,82.29,472.5866995
31.41,76.09,1007.68,70.49,430.81
11.3,25.36,1008.66,96.18,469.4833005
24.22,68.51,1013.23,74.96,441.7166995
16.21,41.23,995.88,80,464.7966995
14.55,41.7,1018.58,80.8,454.14
15.04,41.35,1004.29,99.1,467.96
22.21,61.5,1008.34,76.22,445.77
30.16,73.17,1010.74,58.99,436.1366995
13.34,41.79,1011.48,86.66,459.4133005
21.18,70.02,1010.27,96.46,444.2166995
8.54,38.08,1019.75,71.24,480.0166995
12.2,39.72,1018.07,54.83,473.0366995
13.47,44.88,1017.56,93.23,478.3766995
16.73,43.79,1016.25,73.58,467.1633005
17.99,50.16,1009.98,100.09,453.0866995
20.1,58.95,1018.46,80.87,446.7
20.82,52.84,1004.13,79.42,449.59
14.28,42.77,1020.06,81.77,465.0433005
15.31,40.66,1016.46,84.64,459.9666995
12.62,34.03,1019.06,74.78,473.2566995
16.1,36.71,1013.58,74.41,473.1666995
14.46,45.87,1009.21,84.09,464.5
13.96,40.92,1022.65,73.08,460.95
24.54,48.06,1013.02,55.18,441.9633005
31.27,73.77,1003.27,71.48,430.32
27.15,73.9,1007.57,74.42,434.7966995
31.21,66.44,1008.57,65.76,432.4066995
9.48,44.68,1023.29,92.9,480.3666995
21.16,65.48,1016.99,72.79,444.6633005
21.87,61.45,1011.13,92.22,446.9166995
15.35,35.4,1016.3,57.12,467.2333005
16.07,47.83,1006.99,86.49,458.18
31.2,73.17,1010.28,53.23,431.23
27.71,66.93,1016.85,58.77,447.06
6.98,40.35,1011.92,94.72,484.19
28.54,76.86,1000.09,74.67,433.35
10.22,45.01,1018.27,93.62,476.0266995
11.87,36.43,1023.42,79.5,475.8766995
23.21,74.22,1009.68,88.46,438.7533005
25.95,59.92,1010.05,76.05,445.6366995
11.21,40.75,1016.45,86.14,479.2
32.45,66.44,1011.21,50.18,431.6966995
19.09,65.94,1012.53,81.06,448.0466995
24.04,60.77,1017.62,75.23,440.5433005
25.1,74.87,1010.01,79.41,441.6366995
27.04,65.06,1013.33,52.37,438.1333005
14.4,42.18,1015.47,77.7,464.81
26.6,63.07,1011.97,61.3,442.25
5.25,42.85,1013.75,89.67,477.78
19.97,50.78,1008.75,92.7,446.57
22.23,46.93,1013.09,58.02,448.27
8.67,36.66,1026.8,84.36,482.0866995
22.08,55.5,1018.42,58.46,454.0833005
5.56,45.87,1006.99,96.48,474.9033005
11.02,38.28,1013.51,95.66,473.8166995
16.52,43.7,1015.08,58.36,468.4366995
27.54,74.22,1007.44,75.91,429.0133005
15.79,38.28,1014.4,74.84,467.3466995
31.45,68.27,1007.56,64.79,432.5166995
21.8,51.3,1012.07,89.51,448.5433005
23.25,72.99,1009.17,89.85,440.2166995
19.46,46.33,1013.77,89.62,452.11
26.86,70.47,1007.18,72.38,432.8833005
25.44,65.06,1013.82,55.72,441.7966995
28.35,70.32,1009.22,47.13,428.9166995
14.81,43.7,1015.1,60.72,471.2066995
6.07,38.91,1019.25,83.39,485.2666995
22.77,59.92,1009.67,94.09,437.9
16.31,68.28,1003.98,98.62,448.6233005
30.93,61.5,1009.81,41.46,435.6433005
29.31,64.84,1010.49,53.97,442.11
26.05,65.27,1013.69,56.46,442.4566995
25.69,62.26,1011.38,74.08,434.6533005
22.1,65.06,1014.56,71.5,442.18
11,40.23,1019.08,86.5,474.1933005
33.26,68.51,1012.49,52.68,429.38
11.91,40.69,1014.41,83.71,476.71
24.23,59.04,1011.91,71.79,443.06
24.35,73.17,1012.2,85.88,433.9533005
26.65,74.16,1008.27,94.54,431.47
28.24,65.74,1013.4,64.87,436.7633005
24.79,75.6,1017.07,68.23,441.7566995
24.43,60.07,1015.59,59.99,446.4166995
9.16,41.03,1021.3,76.08,484.96
2.64,39.64,1011.02,85.24,482.9966995
11.7,41.16,1019.58,87.49,462.4133005
15.93,52.75,1024.57,58.71,459.6266995
18.41,42.04,1011.69,64.88,467.3466995
18.07,44.92,1024.72,69.15,459.2366995
12.82,41.58,1020.37,81.06,465.7766995
8.25,43.14,1011.3,87.1,478.2433005
16.99,40.89,1011.54,64.51,466.6566995
27.46,69.98,1013.28,63.73,437.0666995
21.11,58.66,1011.7,68.71,457.89
14.66,40.73,1017.45,88.57,457.5233005
26.19,69.34,1009.48,87.59,435.6966995
20.89,67.71,1006.12,59.12,443.6833005
25.16,57.17,1009.86,75.7,442.03
31.15,67.45,1014.85,42.11,431.97
9.63,40.27,1009.96,81.03,475.6733005
14.15,39.28,1013.5,77.63,472.9366995
25.77,73.68,1014.18,87.53,429.84
24.46,68.61,1011.02,76.66,440.58
26.21,56.85,1011.45,41.37,441.2566995
30.55,66.25,1009.15,63.52,442.4466995
14.13,41.23,994.6,93.02,467.84
3.73,39.42,1024.4,82.42,488.58
24.79,59.21,1017.9,53.83,444.3333005
16.57,63.31,1016.19,81.02,453.0733005
26.86,68.08,1012.99,50.04,437.9566995
22.09,65.59,1015.54,72.44,447.28
29.12,66.51,1015.69,37.9,431.1733005
14.45,43.34,1015.47,83.33,460.4533005
11.58,41.74,1020.41,74.09,479.7666995
32.55,73.03,1014.36,44.83,441.5166995
31.79,76.2,1007.89,56.3,434.01
19.7,52.84,1004.86,89.72,442.9333005
11.22,41.66,1008.96,72.38,475.8233005
21.83,63.87,1018.93,63.07,452.21
29.6,71.94,1007.07,62.65,430.7266995
28.07,74.33,1012,71.69,428.87
10.12,38.38,1018.22,85.93,476.0233005
9.84,40.72,1022.21,77.79,477.52
15.41,44.78,1007.69,65.17,455.1233005
22.64,70.98,1005.71,95.65,441.99
13.53,42.86,1014,90.63,473.4366995
8.94,36.71,1025.5,80.45,475.9133005
23.72,58.62,1016.65,69.1,445.7833005
21.26,50.32,1008.41,87.22,444.5133005
10.23,42.32,1017.53,89.93,475.2966995
7.64,38.18,1017.65,78.51,486.1566995
14.92,41.16,1004.83,83.7,467.4266995
27.62,68.27,1008.04,63.04,425.9633005
10.56,40.22,1005.08,89.71,479.7266995
17.9,52.08,1006.41,100.09,453.6466995
29.41,64.05,1009.82,67.4,446.5266995
17.68,45.17,1017.5,77.57,461.96
23.56,49.16,1002.54,69.07,443.02
25.01,68.63,1013.76,43.65,447.12
29.95,67.25,1017.68,51.91,434.8366995
22.36,64.15,1021.05,68.43,455.6466995
17.36,41.23,998.08,63.46,457.3933005
10.05,40.71,1015.51,84.21,473.3866995
21.94,62.52,1015.99,74.56,451.5766995
20.15,39.72,1001.85,59.32,458.5766995
7.31,42.18,1014.75,86.75,475.6733005
21.7,64.44,1014.95,73.33,446.8033005
4.86,39.4,1012.73,91.39,486.9233005
15.52,41.93,1022.97,52.92,473.6766995
6.94,39.61,1017.74,81.43,480.07
19.11,44.85,1014.76,45.86,462.9533005
16.84,56.03,1020.25,70.37,438.8466995
11.63,40.55,1022.89,87.12,474.67
21.24,44.3,1014.34,83.39,442.2933005
15.47,46.48,1007.69,91.07,462.58
29.42,69.14,1007.32,75.04,439.4566995
14.33,42.86,1010.82,88.59,471.2266995
18.75,63.09,1018.19,87.84,450.98
12.5,43.67,1013.99,90.91,474.9666995
28.98,70.8,1008.19,73.45,432.3733005
4.41,42.07,1005.54,68.85,490.0666995
16.61,43.77,1012.25,77.23,459.3666995
5.28,42.07,1003.82,80.84,485.24
9.83,38.56,1017.35,62.8,482.1766995
14.28,37.2,1013.96,82.71,469.1466995
32.87,71.32,1004.36,54.69,434.8566995
26.82,66.51,1016.32,55.76,437.7733005
30.56,69.04,1009.29,55.73,442.24
18.24,59.15,1012,84.4,449.48
22.18,62.91,1012.14,68.86,448.0633005
8.44,41.17,1019.9,70.72,484.4433005
13.74,45.08,1024.97,84.79,468.4966995
11.02,41.26,1020.69,92.13,471.93
19.6,48.14,1013.18,68.71,458.2766995
26.03,69.68,1011.61,60.75,451.2466995
20.71,49.69,1010.26,69.97,455.69
21.67,61.45,1010.84,92.19,445.5266995
19.13,42.18,1001.45,98.77,454.3333005
27.79,69.23,1012.86,45.71,436.7666995
6.08,35.79,1011.08,90.59,481.3733005
29.56,71.14,1011.42,53.18,430.3833005
15.84,41.04,1025.64,63.43,456.21
30.93,69.98,1013.33,62.1,430.5433005
20.45,59.8,1015.13,79.21,452.96
11.1,40.92,1021.98,94.14,460.3633005
17.06,58.96,1013.83,73.95,461.15
26.47,63.13,1013.72,79.4,441.81
25.03,47.93,1003.02,62.89,445.2566995
8.85,41.06,1020.99,86.05,484.6933005
16.74,41.16,1006.87,74.24,461.2933005
6.8,41.16,1023.17,95.4,479.5066995
24.26,68.14,1005.09,59.49,438.79
17.98,60.1,1009.61,84.11,452.57
22.97,72.24,1011.15,95.85,435.7033005
17.99,43.72,1008.64,75.04,454.7266995
29.29,70.36,1006.64,60.82,431.26
15.28,43.71,1024.32,81.24,463.44
14.16,40.89,1010.78,82.86,469.4433005
25.06,52.36,1014.7,67.98,455.8366995
18.97,44.85,1014.86,46.31,464.4633005
29.04,70.72,1009.55,66.58,439.6566995
19.72,47.03,1012.1,90.36,458.59
15.63,44.9,1009.38,82.8,457.44
12.19,40.05,1014.65,85.1,470.9733005
16.3,41.16,1007.88,76.61,463.47
14.8,44.71,1014.67,41.71,470.77
24.63,59.57,1010.45,85.36,440.67
12.32,43.69,1016.26,83.18,471.6
5.53,40.64,1020.78,97.25,478.1733005
13.11,41.44,1015.55,74.45,473.3166995
25.12,77.95,1009.26,82.95,431.6933005
14.84,71.14,1019.61,66.78,455.8666995
25.24,67.45,1013.56,50.91,440.6966995
12.87,39.3,1019.26,71.55,473.1866995
19.25,43.43,1012.01,73.26,449.3733005
15.11,43.13,1014.99,46.91,465.0333005
29.23,77.3,1002.71,65.24,439.7566995
12.6,40.35,1011.89,80.88,477.1266995
7.91,38.56,1016.48,68.94,484.2433005
23.45,45.61,1012.84,73.42,456.6266995
32.1,69.98,1013.31,55.84,431.09
16.25,40.89,1011.09,62.7,462.6233005
23.27,68.28,1005.01,74.83,446.5666995
17.01,50.9,1013.23,82.03,458.4333005
8.76,41.82,1033.29,76.5,478.3733005
27.35,60.75,1008.98,67.56,435.14
10.51,37.5,1010.7,96.29,472.5333005
23.56,66.49,1012.21,53.86,441.92
29.24,60.23,1009.62,59.71,439.9466995
29.86,69.34,1007.76,54.12,433.57
29.1,76.2,1006.28,60.22,437.6766995
11.38,52.75,1026.19,72.71,471.6066995
29.53,64.44,1013.22,59.75,438.3933005
8.48,36.18,1013.31,75.15,482.3366995
24.91,69.89,1015.25,82.39,438.29
26.46,61.41,1012.41,56.58,447.1233005
16.61,25.88,1009.34,65.47,460.97
11.77,40.92,1021.85,81.55,469.0166995
19.1,56.53,1020.18,76.38,453.8133005
9.19,40.62,1017.78,68.91,477.1266995
13.53,42.03,1017.52,84.02,466.71
14.94,42.77,1018.9,73.95,460.9633005
29.05,70.32,1011.33,72.5,437.16
